icao_code,iata_code,name,city,country_code
HBBK,,Gihohi Airport,Gihohi,BI
HBBO,KRE,Kirundo Airport,Kirundo,BI
HCMA,ALU,Alula Airport,Alula,SO
HCMB,BIB,Baidoa Airport,Baidoa,SO
HCMC,CXN,Candala Airport,Candala,SO
HCMD,BSY,Baardheere Airport,Baardheere,SO
HCME,HCM,Eil Airport,Eyl,SO
HCMF,BSA,Bender Qassim International Airport,Bosaso,SO
HCMG,GSR,Gardo Airport,Gardo,SO
HCMH,HGA,Egal International Airport,Hargeisa,SO
HCMI,BBO,Berbera Airport,Berbera,SO
HCMJ,LGX,Lugh Ganane Airport,Luuq,SO
HCMK,KMU,Kismayo Airport,Kismayo,SO
HCMM,MGQ,Aden Adde International Airport,Mogadishu,SO
HCMN,BLW,Beledweyne Airport,Beledweyne,SO
HCMO,CMO,Hobyo Airport,Hobyo,SO
HCMR,GLK,Galcaio Airport,Galcaio,SO
HCMS,CMS,Iskushuban Airport,Iskushuban,SO
HCMU,ERA,Erigavo Airport,Erigavo,SO
HCMV,BUO,Burao Airport,Burao,SO
HCGR,GGR,Garowe Airport,Garowe,SO
HDAM,JIB,Djibouti-Ambouli Airport,Djibouti City,DJ
HDAS,AII,Ali-Sabieh Airport,Ali-Sabieh,DJ
HDCH,,Chabelley Airport,Chabelley,DJ
HDDK,,Dikhil Airport,Dikhil,DJ
HDHE,,Herkale Airport,Herkale,DJ
HDMO,MHI,Moucha Airport,Moucha Island,DJ
HDOB,OBC,Obock Airport,Obock,DJ
HDTJ,TDJ,Tadjoura Airport,Tadjoura,DJ
HEAL,DBB,El Alamein International Airport,El Alamein,EG
HEAR,AAC,El Arish International Airport,El Arish,EG
HEAT,ATZ,Asyut International Airport,Asyut,EG
HEAX,HBE,Alexandria International Airport,Alexandria,EG
HEBL,ABS,Abu Simbel Airport,Abu Simbel,EG
HECA,CAI,Cairo International Airport,Cairo,EG
HECP,CCE,Capital International Airport,New Cairo,EG
HECW,,Cairo West Air Base,Cairo,EG
HEDK,DAK,Dakhla Oasis Airport,Dakhla Oases,EG
HEGN,HRG,Hurghada International Airport,Hurghada,EG
HEGO,,El Gouna Private Airport,El Gouna,EG
HEGR,EGH,El Jora Airport,El Jora,EG
HEKG,UVL,El Kharja Airport,Kharja Oases,EG
HELX,LXR,Luxor International Airport,Luxor,EG
HEMA,RMF,Marsa Alam International Airport,Marsa Alam,EG
HEMM,MUH,Mersa Matruh International Airport,Marsa Matruh,EG
HEOC,,October Airport,6th of October,EG
HEOW,GSQ,El Owainat East International Airport,Sharq El Owainat,EG
HEPS,PSD,Port Said International Airport,Port Said,EG
HESC,SKV,Saint Catherine International Airport,Saint Catherine,EG
HESG,HMB,Suhaj International Airport,Suhaj,EG
HESH,SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,EG
HESN,ASW,Aswan International Airport,Aswan,EG
HESX,SPX,Sphinx International Airport,Al Jiza,EG
HETB,TCP,Taba International Airport,Taba,EG
HETR,ELT,At Tur Airport,At Tur,EG
HHAG,,Agordat Airport,Agordat,ER
HHAK,,Adi Keyh Airfield,Adi Keyh,ER
HHAL,,Alghena Airfield,Alghena,ER
HHAS,ASM,Asmara International Airport,Asmara,ER
HHBA,,Barentu Airport,Barentu,ER
HHBL,,Beilul Airfield,Beilul,ER
HHGU,,Gura Airfield,Gura,ER
HHKT,,Kerkebet Airfield,Kerkebet,ER
HHMF,,Fatuma Airfield,Mersa Fatuma,ER
HHMG,,Gulbub Airstrip,Mersa Gulbub,ER
HHMS,MSW,Massawa International Airport,Massawa,ER
HHNF,,Nakfa Airfield,Nakfa,ER
HHSB,ASA,Assab International Airport,Assab,ER
HHTS,TES,Tessenei Airport,Tessenei,ER
HJJJ,JUB,Juba International Airport,Juba,SS
HKAM,ASV,Amboseli Airport,Ol Tukai,KE
HKBR,,Bura East Airport,Bura,KE
HKEL,EDL,Eldoret International Airport,Eldoret,KE
HKEM,,Embu Airport,Embu,KE
HKES,EYS,Eliye Springs Airport,Eliye Springs,KE
HKFG,KLK,Kalokol Airport,Kalokol,KE
HKGA,GAS,Garissa Airport,Garissa,KE
HKGT,,Garba Tula Airport,Garba Tula,KE
HKHB,,Homa Bay Airport,Homa Bay,KE
HKHO,HOA,Hola Airport,Hola,KE
HKIS,,Isiolo Airport,Isiolo,KE
HKJK,NBO,Jomo Kenyatta International Airport,Nairobi,KE
HKKE,KEU,Keekorok Airport,Keekorok,KE
HKKG,GGM,Kakamega Airport,Kakamega,KE
HKKI,KIS,Kisumu International Airport,Kisumu,KE
HKKL,ILU,Kilaguni Airport,Kilaguni,KE
HKKR,KEY,Kericho Airport,Kericho,KE
HKKS,,Kisii Airport,Kisii,KE
HKKT,KTL,Kitale Airport,Kitale,KE
HKLG,,Lokitaung Airport,Kachoda,KE
HKLK,LKG,Lokichogio Airport,Lokichogio,KE
HKLO,LOK,Lodwar Airport,Lodwar,KE
HKLU,LAU,Manda Airport,Lamu,KE
HKLY,LOY,Loiyangalani Airport,Loiyangalani,KE
HKMA,NDE,Mandera Airport,Mandera,KE
HKMB,RBT,Marsabit Airport,Marsabit,KE
HKMI,,Kisima Airport,Kisima,KE
HKMK,JJM,Mulika Lodge Airport,Meru-Kinna,KE
HKML,MYD,Malindi International Airport,Malindi,KE
HKMJ,,Migori Airport,Migori,KE
HKMO,MBA,Moi International Airport,Mombasa,KE
HKMS,MRE,Mara Serena Lodge Airstrip,Serena,KE
HKMU,,Makindu Airport,Makindu,KE
HKMY,OYL,Moyale Airport,Moyale,KE
HKNI,NYE,Nyeri Airport,Nyeri,KE
HKNK,NUU,Nakuru Lanet Airport,Nakuru,KE
HKNL,NYK,Nanyuki Civil Airport,Gathiuru,KE
HKNO,,Narok Airport,Narok,KE
HKNW,WIL,Nairobi Wilson Airport,Nairobi,KE
HKNY,,Laikipia Air Base,Nanyuki,KE
HKRE,,Moi Air Base,Nairobi,KE
HKRL,,Rumuruti Airstrip,Rumuruti,KE
HKSB,UAS,Samburu Airport,Isiolo West,KE
HKTQ,,Tawi Lodge Airstrip,Namelok,KE
HKUK,UKA,Ukunda Airstrip,Ukunda,KE
HKVO,,Voi Airport,Voi,KE
HKWJ,WJR,Wajir Airport,Wajir,KE
HLJF,,Al Jufra Airport,Al Jufra Airport,LY
HLWN,,Waddan Airport,Waddan Airport,LY
HLGD,SRX,Sirt International Airport / Ghardabiya Airbase,Sirt,LY
HLGT,GHT,Ghat Airport,Ghat,LY
HLHB,,Hateiba Airport,Hateiba Airport,LY
HLKF,AKF,Kufra Airport,Kufra,LY
HLLB,BEN,Benina International Airport,Benina,LY
HLLM,MJI,Mitiga International Airport,Tripoli,LY
HLLQ,LAQ,Al Abraq International Airport,Al Albraq,LY
HLLS,SEB,Sabha Airport,Sabha,LY
HLMB,LMQ,Marsa al Brega Airport,Marsa al Brega,LY
HLMS,MRA,Misrata International Airport,Misrata,LY
HLNF,,Ras Lanuf Airport,Ras Lanuf,LY
HLNR,NFR,Nafurah 1 Airport,Nafurah 1,LY
HLON,HUQ,Hon Airport,Hon Airport,LY
HLTD,LTD,Ghadames Airport,Ghadames,LY
HLTQ,TOB,Tobruk International Airport,Adam,LY
HLUB,QUB,Ubari Airport,Ubari,LY
HLZN,ZIS,Alzintan Airport,Zintan,LY
HLZW,WAX,Zuwarah International Airport,Zuwarah,LY
LDVR,,Daruvar Airfield,Daruvar,HR
HRYG,GYI,Gisenyi Airport,Gisenyi,RW
HRYI,BTQ,Butare Airport,Butare,RW
HRYN,,Nemba Airport,Nemba,RW
HRYR,KGL,Kigali International Airport,Kigali,RW
HRYU,RHG,Ruhengeri Airport,Ruhengeri,RW
HRZA,KME,Kamembe Airport,Kamembe,RW
HSAT,ATB,Atbara Airport,Atbara,SD
HSCG,,Carthago Airport,Carthago,SD
HSDB,EDB,Al Dabbah Airport,Al Dabbah,SD
HSDN,DOG,Dongola Airport,Dongola,SD
HSDZ,RSS,Damazin Airport,Ad Damazin,SD
HSFS,ELF,El Fasher Airport,El Fasher,SD
HSGG,DNX,Galegu Airport,Dinder,SD
HSGN,EGN,Geneina Airport,Geneina,SD
HSHG,HEG,Heglig Airport,Heglig,SD
HSKA,KSL,Kassala Airport,Kassala,SD
HSKG,GBU,Khashm El Girba Airport,Khashm El Girba,SD
HSKN,,Kenana Airport,Sifeiya,SD
HSLI,KDX,Kadugli Airport,Kadugli,SD
HSMN,MWE,Merowe Airport,Merowe,SD
HSMR,,Merowe Town Airport,Merowe,SD
HSNH,NUD,En Nahud Airport,En Nahud,SD
HSNN,UYL,Nyala Airport,Nyala,SD
HSNW,NHF,New Halfa Airport,New Halfa,SD
HSOB,EBD,El-Obeid Airport,El-Obeid,SD
HSPN,PZU,Port Sudan New International Airport,Port Sudan,SD
HSRJ,,Raga Airport,Raga,SS
HSRN,,Renk Airport,Renk,SS
HSSK,KRT,Khartoum International Airport,Khartoum,SD
HSSM,MAK,Malakal International Airport,Malakal,SS
HSSP,,Port Sudan Air Base,Port Sudan,SD
HSSW,WHF,Wadi Halfa Airport,Wadi Halfa,SD
HSTO,,Tonj Airport,Tonj,SS
HSWW,WUU,Wau Airport,Wau,SS
HSZA,ZLX,Zalingei Airport,Zalingei,SD
HTAR,ARK,Arusha Airport,Arusha,TZ
HTBU,BKZ,Bukoba Airport,Bukoba,TZ
HTDA,DAR,Julius Nyerere International Airport,Dar es Salaam,TZ
HTDO,DOD,Dodoma Airport,Dodoma,TZ
HTGE,GTC,Chato/Geita Airport,Chato District,TZ
HTGR,GTZ,Kirawira B Aerodrome,Grumeti Game Reserve,TZ
HTGW,MBI,Songwe Airport,Mbeya,TZ
HTIR,IRI,Iringa Airport,Nduli,TZ
HTKA,TKQ,Kigoma Airport,Kigoma,TZ
HTKI,KIY,Kilwa Airport,Kilwa Masoko,TZ
HTKJ,JRO,Kilimanjaro International Airport,Arusha,TZ
HTLI,LDI,Lindi Airport,Lindi,TZ
HTLM,LKY,Lake Manyara Airport,Lake Manyara National Park,TZ
HTMA,MFA,Mafia Airport,Kilindoni,TZ
HTMB,,Mbeya Airport,Mbeya,TZ
HTMD,MWN,Mwadui Airport,Mwadui,TZ
HTMI,XMI,Masasi Airport,Masasi,TZ
HTMP,NPY,Mpanda Airport,Mpanda,TZ
HTMS,QSI,Moshi Airport,Moshi,TZ
HTMT,MYW,Mtwara Airport,Mtwara,TZ
HTMU,MUZ,Musoma Airport,Musoma,TZ
HTMW,MWZ,Mwanza International Airport,Mwanza,TZ
HTNA,NCH,Nachingwea Airport,Nachingwea,TZ
HTNJ,JOM,Njombe Airport,Njombe,TZ
HTNR,,Ngara Airport,Ngara,TZ
HTPE,PMA,Pemba Airport,Chake Chake,TZ
HTSN,SEU,Seronera Airport,Seronera,TZ
HTSO,SGX,Songea Airport,Songea,TZ
HTSU,SUT,Sumbawanga Airport,Sumbawanga,TZ
HTSY,SHY,Shinyanga Airport,Shinyanga,TZ
HTTB,TBO,Tabora Airport,Tabora,TZ
HTTG,TGT,Tanga Airport,Tanga,TZ
HTZA,ZNZ,Abeid Amani Karume International Airport,Zanzibar,TZ
LHSV,,Kákahalom Airfield,Szarvas,HU
LHKA,,Kalocsa-Foktő Airfield,Kalocsa,HU
LHST,,Szatymaz Airfield,Szatymaz,HU
LHBK,,Balatonkeresztúr Airfield,Balatonkeresztúr,HU
LHDA,,Dáka Sport Airfield,Dáka,HU
LHBL,,Ballószög Airfield,Ballószög,HU
LHBY,,Gyõrszentiván-Bõny Airfield,Gyõrszentiván/Bõny,HU
LHBT,,Bátonyterenye-Világosipuszta sportreptér,Bátonyterenye-Világosipuszta sportreptér,HU
LHHM,,Hódmezővásárhely Airfield,Hódmezővásárhely,HU
LHHK,,Hajmáskér Airfield,Hajmáskér,HU
LHPL,,Pilis Airfield,Pilis Airfield,HU
HUAJ,,Adjumani Airport,Adjumani,UG
HUAR,RUA,Arua Airport,Arua,UG
HUBU,,Bundibugyo Airport,Bundibugyo,UG
HUEN,EBB,Entebbe International Airport,Entebbe,UG
HUGG,,Bugungu Airport,Bujenje,UG
HUGU,ULU,Gulu Airport,Gulu,UG
HUJI,JIN,Jinja Airport,Jinja,UG
HUKS,KSE,Kasese Airport,Kasese,UG
HUMA,MBQ,Mbarara Airport,Mbarara,UG
HUMI,KCU,Masindi Airport,Masindi,UG
HUPA,PAF,Pakuba Airport,Pakuba,UG
HUSO,SRT,Soroti Airport,Soroti,UG
HUTO,TRY,Tororo Airport,Tororo,UG
WIMO,,Lasondre Airport,Pulau-Pulau Batu,ID
WAKB,,Aboge Airstrip,Aboge,ID
WAVN,,Angguruk Airstrip,Angguruk,ID
WIAF,,Bentiang Airstrip,Bentiang,ID
WABK,,Biri Airstrip,Biri,ID
WAJY,,Borme Airstrip,Borme,ID
WRLA,,Bugalaga Airstrip,Bugalaga,ID
WABV,,Derapos Airstrip,Derapos,ID
WRLD,,Eaopoto Airstrip,Eaopoto,ID
WRFH,,Eri Airstrip,Eri,ID
WRFJ,,Foao Airstrip,Foao,ID
WRFL,,Geyarek Airstrip,Geyarek,ID
WIAM,,Gilgal Airstrip,Gilgal,ID
WASJ,,Gusimawa Airstrip,Gusimawa,ID
WAVP,,Holuwon Airstrip,Holuwon,ID
WAJV,,Iwur Airstrip,Iwur,ID
WABG,,Kasonaweja Airstrip,Kasonaweja,ID
WAYC,,Keneyan Airstrip,Keneyan,ID
WAVK,,Kobagma Airport,Kobagma,ID
WRLN,,Komopa Airstrip,Komopa,ID
WAQH,,Long Rungan Airport,Long Rungan,ID
WAOE,,Long Segar Airstrip,Long Segar,ID
WIAU,,Madya Raya Airstrip,Madya Raya,ID
WRPS,,Magoda Airstrip,Magoda,ID
WRHI,,Nalca Airstrip,Kalca,ID
WIFA,,Nanga Labang Airstrip,Nanga Labang,ID
WIFB,,Nanga Mawong Airstrip,Nanga Mawong,ID
WIFD,,Nanga Nyabu Airstrip,Nanga Nyabu,ID
WIFH,,Nanga Ruan Airstrip,Nanga Ruan,ID
WRHK,,Nenei Airstrip,Nenei,ID
WAVI,,Nania Airstrip,Nania,ID
WAJW,,Okyap Airstrip,Okyap,ID
WRLT,,Omban Airstrip,Omban,ID
WRHO,,Pagai Airstrip,Pagai,ID
WAVU,,Seradala Airstrip,Seradala,ID
WRIL,,Sikari Airstrip,Sikari,ID
WAVJ,,Silimo Airstrip,Silimo,ID
WIMI,FSH,Syekh Hamzah Fansyuri Airport,Singkil,ID
WAVZ,,Taiyeve Airstrip,Taiyeve,ID
WRJL,,Walma Airstrip,Walma,ID
WAKC,,Yaniruma Airstrip,Yaniruma,ID
WRJV,,Yigi Airstrip,Yigi,ID
WABX,,Apouwo Airstrip,Apouwo,ID
WABN,,Bareri Airport,Bareri,ID
WRMA,,Basiem Airport,Basiem,ID
WIOQ,,Anik Airstrip,Anik,ID
WAEH,WDB,Weda Bay Airport,Weda,ID
WAKY,,Korowai Batu Danowage Airport,Danowage,ID
WREL,,Begowre Airstrip,Begowre,ID
WARD,DHX,Dhoho International Airport,Kediri,ID
WIEP,,Pusako Anak Nagariu Airport,West Pasaman,ID
WIOD,SKJ,Singkawang Airport,Singkawang,ID
WABP,,Burumeso Airstrip,Burumeso,ID
WAGU,,Byan Airport,"Umaq Dian, Tabang, Kutai Kartanegara Regency",ID
WIJI,KRC,Departi Parbo Airport,Sungai Penuh,ID
WIEB,RKI,Mentawai Airport,Sipura Island,ID
EIDG,,Dolly's Grove Airfield,Staffordstown,IE
LLRS,,Rishon Lezion Airfield,Rishon Lezion,IL
VEPY,PYG,Pakyong Airport,Pakyong,IN
VEAY,AYJ,Maharshi Valmiki International Airport,Faizabad,IN
VAAV,,Aamby Valley Airport,Aamby Valley City,IN
VAAM,AVR,Amravati  Airport,Amravati,IN
VESL,,Sultanpur Airport,Sultanpur,IN
VEBL,,Barbil Tonto Airstrip,Bhusugaon,IN
VOSR,SDW,Sindhudurg Airport,Chipi,IN
VANM,NMI,Navi Mumbai International Airport,Navi Mumbai,IN
VOSH,RQY,Rashtrakavi Kuvempu Airport,Shimoga,IN
VEHO,HGI,Itanagar Donyi Polo Hollongi Airport,Hollongi,IN
VEBT,,Bihta Air Force Station,Patna,IN
VANR,,Gandhinagar Airfield,Nashik,IN
VIND,DXN,Noida International Airport,Gautam Buddha Nagar,IN
VEAP,AHA,Maa Mahamaya Airport,Ambikapur,IN
VEJR,JGB,Jagdalpur Airport,Jagdalpur,IN
ORAI,,Al Iskandariyah Airport,Al Iskandariyah,IQ
ORAN,,An Numaniyah Air Base,An Numaniyah,IQ
ORTK,,Tikrit East Airport,Tikrit,IQ
ORTS,,Tikrit South Airport,Tikrit,IQ
BISL,,Skaftafell Airport,Öræfi,IS
BISA,,Sauðárflugvöllur,Sauðár,IS
LIQF,,San Sepolcro Airfield,San Sepolcro (AR),IT
LICN,,Calatabiano (Aviosuperficie Angelo D'Arrigo),Calatabiano (CT),IT
LICK,,Scalea Airport,Scalea (CS),IT
LIRO,,Benevento-Olivola Airport,Benevento (BN),IT
LIEP,,Aliquirra Airfield,Perdasdefogu (OG),IT
LINB,,Corte Airfield,Melpignano (LE),IT
LION,,Dominio di Bagnoli Airfield,Bagnoli di Sopra (PD),IT
LIQQ,,Serristori Airfield,Castiglion Fiorentino (AR),IT
LICS,,AvioSciacca Airfield,Sciacca (AG),IT
WAPM,JIO,Jos Orno Imsula Airport,Tiakur,ID
FNJM,JMB,Jamba Airport,Jamba,AO
OJKF,,King Feisal Air Base,Al-Jafr,JO
ZSJH,JUH,Chizhou Jiuhuashan Airport,Chizhou,CN
KFLY,,Meadow Lake Airport,Colorado Springs,US
KRYA,,Wray Municipal Airport,Wray,US
KBVU,BLD,Boulder City Municipal Airport,Boulder City,US
KBFZ,,Albertville Regional Airport/Thomas J Brumlik Field,Albertville,US
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,US
KABE,ABE,Lehigh Valley International Airport,Allentown/Bethlehem,US
KABI,ABI,Abilene Regional Airport,Abilene,US
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,US
KABR,ABR,Aberdeen Regional Airport,Aberdeen,US
KABY,ABY,Southwest Georgia Regional Airport,Albany,US
KACB,ACB,Antrim County Airport,Bellaire,US
KACK,ACK,Nantucket Memorial Airport,Nantucket,US
KACT,ACT,Waco Regional Airport,Waco,US
KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,US
KACY,ACY,Atlantic City International Airport,Atlantic City,US
KADG,ADG,Lenawee County Airport,Adrian,US
KADH,ADT,Ada Regional Airport,Ada,US
KADM,ADM,Ardmore Municipal Airport,Ardmore,US
KADS,ADS,Addison Airport,Dallas,US
KADW,ADW,Joint Base Andrews,Camp Springs,US
KAEL,AEL,Albert Lea Municipal Airport,Albert Lea,US
KAEX,AEX,Alexandria International Airport,Alexandria,US
KAFF,AFF,USAF Academy Airfield,Colorado Springs,US
KAFJ,WSG,Washington County Airport,Washington,US
KAFN,AFN,Jaffrey Airfield Silver Ranch Airport,Jaffrey,US
KAFO,AFO,Afton Municipal Airport,Afton,US
KAFW,AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,US
KAGC,AGC,Allegheny County Airport,Pittsburgh,US
KAGO,AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,US
KAGS,AGS,Augusta Regional At Bush Field,Augusta,US
KAHC,AHC,Amedee Army Air Field,Herlong,US
KAHH,AHH,Amery Municipal Airport,Amery,US
KAHN,AHN,Athens Ben Epps Airport,Athens,US
KAIA,AIA,Alliance Municipal Airport,Alliance,US
KAID,AID,Anderson Municipal Darlington Field,Anderson,US
KAIK,AIK,Aiken Regional Airport,Aiken,US
KAIO,AIO,Atlantic Municipal Airport,Atlantic,US
KAIV,AIV,George Downer Airport,Aliceville,US
KAIZ,AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,US
KAKO,AKO,Colorado Plains Regional Airport,Akron,US
KAKR,AKC,Akron Fulton International Airport,Akron,US
KALB,ALB,Albany International Airport,Albany,US
KALI,ALI,Alice International Airport,Alice,US
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,US
KALN,ALN,St Louis Regional Airport,Alton/St Louis,US
KALO,ALO,Waterloo Regional Airport,Waterloo,US
KALS,ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,US
KALW,ALW,Walla Walla Regional Airport,Walla Walla,US
KALX,ALX,Thomas C Russell Field,Alexander City,US
KAMA,AMA,Rick Husband Amarillo International Airport,Amarillo,US
KAMN,AMN,Gratiot Community Airport,Alma,US
KAMW,AMW,Ames Municipal Airport,Ames,US
KANB,ANB,Anniston Regional Airport,Anniston,US
KAND,AND,Anderson Regional Airport,Anderson,US
KANK,SLT,Salida Airport - Harriet Alexander Field,Salida,US
KANP,ANP,Lee Airport,Annapolis,US
KANQ,ANQ,Tri State Steuben County Airport,Angola,US
KANW,ANW,Ainsworth Regional Airport,Ainsworth,US
KANY,ANY,Anthony Municipal Airport,Anthony,US
KAOH,AOH,Lima Allen County Airport,Lima,US
KAOO,AOO,Altoona Blair County Airport,Altoona,US
KAPA,APA,Centennial Airport,Denver,US
KAPC,APC,Napa County Airport,Napa,US
KAPF,APF,Naples Municipal Airport,Naples,US
KAPG,APG,Phillips Army Air Field,Aberdeen,US
KAPH,APH,Mary Walker LZ Airport,Bowling Green,US
KAPN,APN,Alpena County Regional Airport,Alpena,US
KAPT,APT,Marion County Airport - Brown Field,Jasper,US
KAPV,APV,Apple Valley Airport,Apple Valley,US
KARA,ARA,Acadiana Regional Airport,New Iberia,US
KARB,ARB,Ann Arbor Municipal Airport,Ann Arbor,US
KARG,ARG,Walnut Ridge Regional Airport,Walnut Ridge,US
KARM,WHT,Wharton Regional Airport,Wharton,US
KARR,AUZ,Aurora Municipal Airport,Chicago/Aurora,US
KART,ART,Watertown International Airport,Watertown,US
KARV,ARV,Lakeland Airport Noble F Lee Memorial Field,Woodruff,US
KARW,BFT,Beaufort Executive Airport,Beaufort,US
KASE,ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US
KASG,SPZ,Springdale Municipal Airport,Springdale,US
KASH,ASH,Nashua Airport / Boire Field,Nashua,US
KASL,ASL,Harrison County Airport,Marshall,US
KASN,ASN,Talladega Municipal Airport,Talladega,US
KAST,AST,Astoria Regional Airport,Astoria,US
KASX,ASX,John F Kennedy Memorial Airport,Ashland,US
KASY,ASY,Ashley Municipal Airport,Ashley,US
KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US
KATS,ATS,Artesia Municipal Airport,Artesia,US
KATW,ATW,Appleton International Airport,Appleton,US
KATY,ATY,Watertown Regional Airport,Watertown,US
KAUG,AUG,Augusta State Airport,Augusta,US
KAUM,AUM,Austin Municipal Airport,Austin,US
KAUN,AUN,Auburn Municipal Airport,Auburn,US
KAUO,AUO,Auburn University Regional Airport,Auburn,US
KAUS,AUS,Austin Bergstrom International Airport,Austin,US
KAUW,AUW,Wausau Downtown Airport,Wausau,US
KAVL,AVL,Asheville Regional Airport,Asheville,US
KAVO,AVO,Avon Park Executive Airport,Avon Park,US
KAVP,AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US
KAVQ,AVW,Marana Regional Airport,Marana,US
KAVX,AVX,Catalina Airport,Avalon,US
KAWM,AWM,West Memphis Municipal Airport,West Memphis,US
KAWO,,Arlington Municipal Airport,Arlington,US
KAXA,AXG,Algona Municipal Airport,Algona,US
KAXN,AXN,Chandler Field,Alexandria,US
KAXS,AXS,Altus Quartz Mountain Regional Airport,Altus,US
KAXV,AXV,Neil Armstrong Airport,Wapakoneta,US
KAXX,AXX,Angel Fire Airport,Angel Fire,US
KAYS,AYS,Waycross Ware County Airport,Waycross,US
KAZO,AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,US
KBAB,BAB,Beale Air Force Base,Beale Air Force Base,US
KBAD,BAD,Barksdale Air Force Base,Bossier City,US
KBAF,BAF,Westfield-Barnes Regional Airport,Westfield,US
KBAK,CLU,Columbus Municipal Airport,Columbus,US
KBAM,BAM,Battle Mountain Airport,Battle Mountain,US
KBAZ,,New Braunfels National Airport,New Braunfels,US
KBBB,BBB,Benson Municipal Airport,Benson,US
KBBD,BBD,Curtis Field,Brady,US
KBBG,BKG,Branson Airport,Branson,US
KBBP,BTN,Marlboro County Jetport - H E Avent Field Airport,Bennettsville,US
KBBW,BBW,Broken Bow Municipal Airport,Broken Bow,US
KBCB,BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,US
KBCE,BCE,Bryce Canyon Airport,Bryce Canyon,US
KBCT,BCT,Boca Raton Airport,Boca Raton,US
KBDE,BDE,Baudette International Airport,Baudette,US
KBDG,BDG,Blanding Municipal Airport,Blanding,US
KBDH,ILL,Willmar Municipal Airport John L Rice Field (2006),Willmar,US
KBDL,BDL,Bradley International Airport,Hartford,US
KBDR,BDR,Igor I Sikorsky Memorial Airport,Bridgeport,US
KBDU,WBU,Boulder Municipal Airport,Boulder,US
KBEC,BEC,Beech Factory Airport,Wichita,US
KBED,BED,Laurence G Hanscom Field,Bedford,US
KBEH,BEH,Southwest Michigan Regional Airport,Benton Harbor,US
KBFD,BFD,Bradford Regional Airport,Bradford,US
KBFF,BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,US
KBFI,BFI,King County International Airport - Boeing Field,Seattle,US
KBFL,BFL,Meadows Field,Bakersfield,US
KBFM,BFM,Mobile Downtown Airport,Mobile,US
KBFR,BFR,Virgil I Grissom Municipal Airport,Bedford,US
KBGD,BGD,Hutchinson County Airport,Borger,US
KBGE,BGE,Decatur County Industrial Air Park,Bainbridge,US
KBGM,BGM,Greater Binghamton/Edwin A Link field,Binghamton,US
KBGR,BGR,Bangor International Airport,Bangor,US
KBHB,BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US
KBHK,,Baker Municipal Airport,Baker,US
KBHM,BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US
KBID,BID,Block Island State Airport,Block Island,US
KBIE,BIE,Beatrice Municipal Airport,Beatrice,US
KBIF,BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss/El Paso,US
KBIH,BIH,Eastern Sierra Regional Airport,Bishop,US
KBIL,BIL,Billings Logan International Airport,Billings,US
KBIS,BIS,Bismarck Municipal Airport,Bismarck,US
KBIX,BIX,Keesler Air Force Base,Biloxi,US
KBJC,BJC,Rocky Mountain Metropolitan Airport,Denver,US
KBJI,BJI,Bemidji Regional Airport,Bemidji,US
KBJJ,BJJ,Wayne County Airport,Wooster,US
KBKD,BKD,Stephens County Airport,Breckenridge,US
KBKE,BKE,Baker City Municipal Airport,Baker City,US
KBKF,BFK,Buckley Space Force Base,Aurora,US
KBKL,BKL,Burke Lakefront Airport,Cleveland,US
KBKN,BWL,Blackwell Tonkawa Municipal Airport,Blackwell,US
KBKT,BKT,Allen C Perkinson Blackstone Army Air Field,Blackstone,US
KBKW,BKW,Raleigh County Memorial Airport,Beaver,US
KBKX,BKX,Brookings Regional Airport,Brookings,US
KBLF,BLF,Mercer County Airport,Bluefield,US
KBLH,BLH,Blythe Airport,Blythe,US
KBLI,BLI,Bellingham International Airport,Bellingham,US
KBLM,BLM,Monmouth Executive Airport,Belmar/Farmingdale,US
KBLU,BLU,Blue Canyon Nyack Airport,Emigrant Gap,US
KBLV,BLV,Scott AFB/Midamerica Airport,Belleville,US
KBMC,BMC,Brigham City Regional Airport,Brigham City,US
KBMG,BMG,Monroe County Airport,Bloomington,US
KBMI,BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US
KBML,BML,Berlin Regional Airport,Berlin,US
KBMT,BMT,Beaumont Municipal Airport,Beaumont,US
KBNA,BNA,Nashville International Airport,Nashville,US
KBNG,BNG,Banning Municipal Airport,Banning,US
